Bulan/Tahun,Provinsi Jawa Batat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-May,50006.34,19336.93,30820.74,21769.21,27676.94,44113.7,19999.21,14205.92,22642.53,27440.32,14205.92,22642.53,23058.24,24564.11,39152.23,15493.32,27741.4,44216.44,10515.54,16817.11,26804.45,9505.84,18637.88,29706.54,19252.48,29815.3,47522,10609.94,30453.56,48539.3,10172.97,18083.03,28822.17,15209.27,75970.59,121087.96,13969.22,54088.34,86210.3,8434.64,9969.64,15890.4,20666.16,61371.64,97818.99,32121.84,28763.56,45845.65,14895.42,9663.28,15402.11,3513.83,11270.97,17964.57,9703.4,6.17,9.83,2886.55,778.41,1240.69,22149.75,425.28,677.85,2798.03,75.48,120.31,25937.85,75.05,119.62,20615.94,19.65,31.32,5377.17,37.82,60.29,5862.96,2525.77,4025.77,1617.36,1683.23,2682.86
18-Jun,51673.22,19476.72,31043.54,21066.98,27877.01,44432.6,19354.07,14308.62,22806.21,28019.99,14308.62,22806.21,22314.42,24741.68,39435.26,14993.54,27941.99,44536.17,10176.33,16938.68,26998.22,9199.2,18772.61,29921.28,18631.43,30030.84,47865.53,10267.69,30673.7,48890.18,9844.81,18213.75,29030.52,14718.65,76519.77,121963.3,13518.6,54479.34,86833.51,8162.56,10041.71,16005.27,19999.51,61815.29,98526.12,31085.65,28971.49,46177.06,14414.92,9733.14,15513.45,3400.48,11352.45,18094.44,9390.38,6.21,9.9,2793.43,784.04,1249.66,21435.25,428.36,682.75,2707.77,76.03,121.18,25101.14,75.59,120.48,19950.91,19.79,31.54,5203.71,38.1,60.72,5673.84,2544.03,4054.88,1565.19,1695.4,2702.26
18-Jul,51673.22,23786.76,37913.23,21769.21,34045.97,54265.17,19999.21,17475,27853.04,28592.37,17475,27853.04,23058.24,30216.82,48161.96,15493.32,34125.39,54391.77,10515.54,20687.07,32972.7,9505.84,22926.84,36542.62,19252.48,36676.42,58457.79,10609.94,37461.54,59709.18,10172.97,22244.3,35454.74,15209.27,93452.98,148952.78,13969.22,66535.18,106049.06,8434.64,12263.85,19547.1,20666.16,75494.51,120329.15,32121.84,35382.64,56395.67,14895.42,11887,18946.45,3513.83,13864.65,22098.59,9703.4,7.59,12.09,2886.55,957.54,1526.2,22149.75,523.15,833.84,2798.03,92.85,148,25937.85,92.32,147.14,20615.94,24.17,38.52,5377.17,46.53,74.16,5862.96,3107,4952.19,1617.36,2070.57,3300.25
18-Aug,50006.34,20548.4,32751.68,21769.21,29410.91,46877.45,19999.21,15095.93,24061.1,29155.63,15095.93,24061.1,23058.24,26103.07,41605.14,15493.32,29479.59,46986.91,10515.54,17870.71,28483.77,9505.84,19805.56,31567.67,19252.48,31683.25,50499.28,10609.94,32361.49,51580.31,10172.97,19215.94,30627.89,15209.27,80730.19,128674.2,13969.22,57477.01,91611.43,8434.64,10594.24,16885.94,20666.16,65216.61,103947.41,32121.84,30565.61,48717.9,14895.42,10268.69,16367.06,3513.83,11977.11,19090.06,9703.4,6.55,10.45,2886.55,827.18,1318.42,22149.75,451.93,720.32,2798.03,80.21,127.85,25937.85,79.75,127.11,20615.94,20.88,33.28,5377.17,40.19,64.06,5862.96,2684.01,4277.99,1617.36,1788.68,2850.95
18-Sep,51673.22,19406.83,30932.14,21066.98,27776.98,44273.15,19354.07,14257.27,22724.37,29711.42,14257.27,22724.37,22314.42,24652.9,39293.75,14993.54,27841.89,44376.61,10176.33,16877.9,26901.33,9199.2,18705.25,29813.91,18631.43,29923.07,47693.77,10267.69,30563.63,48714.74,9844.81,18148.39,28926.34,14718.65,76245.18,121525.63,13518.6,54283.84,86521.91,8162.56,10005.67,15947.83,19999.51,61593.46,98172.56,31085.65,28867.52,46011.35,14414.92,9698.21,15457.78,3400.48,11311.71,18029.5,9390.38,6.19,9.87,2793.43,781.22,1245.18,21435.25,426.82,680.3,2707.77,75.76,120.75,25101.14,75.32,120.05,19950.91,19.72,31.43,5203.71,37.96,60.5,5673.84,2534.9,4040.33,1565.19,1689.31,2692.56
18-Oct,50006.34,12138,19346.51,21769.21,17373.11,27690.65,19999.21,8917.21,14212.96,30256.96,8917.21,14212.96,23058.24,15419.16,24576.28,15493.32,17413.75,27755.41,10515.54,10556.28,16825.44,9505.84,11699.2,18647.11,19252.48,18715.39,29830.08,10609.94,19116.03,30468.64,10172.97,11350.91,18091.99,15209.27,47687.56,76008.23,13969.22,33951.84,54115.14,8434.64,6258.05,9974.58,20666.16,38523.64,61402.04,32121.84,18055.2,28777.81,14895.42,6065.75,9668.07,3513.83,7074.91,11276.56,9703.4,3.87,6.17,2886.55,488.62,778.8,22149.75,266.95,425.49,2798.03,47.38,75.52,25937.85,47.11,75.08,20615.94,12.33,19.66,5377.17,23.74,37.84,5862.96,1585.45,2527.02,1617.36,1056.58,1684.06
18-Nov,51673.22,10856.64,17304.18,21066.98,15539.1,24767.45,19354.07,7975.86,12712.55,30792.13,7975.86,12712.55,22314.42,13791.42,21981.86,14993.54,15575.47,24825.43,10176.33,9441.9,15049.25,9199.2,10464.16,16678.61,18631.43,16739.68,26681.03,10267.69,17098.02,27252.18,9844.81,10152.64,16182.08,14718.65,42653.37,67984.33,13518.6,30367.67,48402.41,8162.56,5597.41,8921.6,19999.51,34456.85,54920.06,31085.65,16149.18,25739.85,14414.92,5425.41,8647.45,3400.48,6328.04,10086.13,9390.38,3.46,5.52,2793.43,437.04,696.58,21435.25,238.77,380.58,2707.77,42.38,67.55,25101.14,42.13,67.16,19950.91,11.03,17.58,5203.71,21.24,33.85,5673.84,1418.08,2260.25,1565.19,945.04,1506.28
18-Dec,51420.66,10367.39,16524.37,21769.21,14838.84,23651.32,19999.21,7616.43,12139.67,31314.19,7616.43,12139.67,23058.24,13169.92,20991.26,15493.32,14873.6,23706.73,10515.54,9016.4,14371.06,9505.84,9992.6,15927,19252.48,15985.31,25478.66,10609.94,16327.51,26024.08,10172.97,9695.12,15452.85,15209.27,40731.22,64920.65,13969.22,28999.17,46221.19,8434.64,5345.17,8519.55,20666.16,32904.07,52445.12,32121.84,15421.43,24579.9,14895.42,5180.92,8257.76,3513.83,6042.87,9631.61,9703.4,3.31,5.27,2886.55,417.34,665.19,22149.75,228.01,363.43,2798.03,40.47,64.5,25937.85,40.24,64.13,20615.94,10.53,16.79,5377.17,20.28,32.32,5862.96,1354.18,2158.4,1617.36,902.45,1438.4
19-Jan,47667.44,6113.81,9744.68,21818.57,9309.19,14837.73,20020.9,6835.76,10895.37,31825.22,6835.76,10895.37,23200.02,8924.54,14224.64,15518.38,8762.62,13966.56,10573.46,5495.66,8759.43,9561.64,4368.05,6962.15,19400.13,9980.64,15907.94,10660.67,11359.47,18105.62,10195.03,6010.7,9580.34,15291.38,27334.53,43567.95,14117.91,18725.7,29846.5,8518.5,2856.12,4552.32,20824.57,22198.68,35382.02,33298.27,10915.3,17397.67,15038.61,3157.35,5032.44,3532.38,3467.32,5526.5,9838.34,6.04,9.63,2907.76,299.94,478.06,22186.73,145.31,231.61,2824.88,21.66,34.53,26575.05,60.47,96.39,21292.66,9.24,14.72,5434.61,8.07,12.87,5869.99,735.61,1172.47,1619.93,570.84,909.85
19-Feb,52774.67,14778.42,23555.02,19707.09,22502.36,35866.04,18083.39,16523.52,26336.5,32321.67,16523.52,26336.5,20954.85,21572.56,34384.06,14016.61,21181.17,33760.24,9550.22,13284.22,21173.45,8636.32,10558.54,16829.05,17522.7,24125.39,38452.96,9628.99,27458.32,43765.25,9208.41,14529.18,23157.77,13811.57,66073.53,105313.24,12751.66,45264.1,72145.52,7694.13,6903.87,11003.94,18809.29,53659.05,85526.07,30075.86,26384.67,42053.98,13583.26,7632.01,12164.5,3190.53,8381.28,13358.75,8886.24,14.61,23.28,2626.36,725.02,1155.59,20039.63,351.25,559.86,2551.51,52.36,83.46,24003.27,146.18,232.99,19232.08,22.32,35.58,4908.68,19.52,31.11,5301.93,1778.13,2834.13,1463.17,1379.85,2199.31
19-Mar,51072.26,29941.48,47723.12,21818.57,45590.39,72665.59,20020.9,33477.1,53358.46,28355,33477.1,53358.46,23200.02,43706.6,69663.06,15518.38,42913.64,68399.17,10573.46,26914.2,42897.99,9561.64,21391.9,34096.11,19400.13,48878.7,77906.76,10660.67,55631.3,88669.6,10195.03,29436.52,46918.27,15291.38,133866.78,213367.52,14117.91,91706.3,146168.8,8518.5,13987.44,22294.29,20824.57,108714.71,173278.15,33298.27,53456.06,85202.51,15038.61,15462.66,24645.62,3532.38,16980.7,27065.19,9838.34,29.59,47.17,2907.76,1468.9,2341.25,22186.73,711.65,1134.28,2824.88,106.09,169.09,26575.05,296.17,472.05,21292.66,45.23,72.09,5434.61,39.54,63.02,5869.99,3602.54,5742.02,1619.93,2795.61,4455.86
19-Apr,52774.67,24212.32,38591.51,21114.74,36866.87,58761.35,19375.06,27071.41,43148.56,28953.99,27071.41,43148.56,22451.63,35343.54,56333.34,15017.79,34702.31,55311.29,10232.38,21764.29,34689.65,9253.2,17298.65,27571.97,18774.32,39525.98,62999.65,10316.78,44986.5,71703.07,9866.16,23803.98,37940.67,14798.11,108251.97,172540.6,13662.5,74158.71,118200.05,8243.71,11311,18028.38,20152.81,87912.64,140122.16,32224.13,43227.48,68899.4,14553.49,12503.95,19929.79,3418.43,13731.52,21886.39,9520.97,23.93,38.14,2813.96,1187.83,1893.26,21471.03,575.48,917.24,2733.76,85.79,136.73,25717.79,239.5,381.73,20605.8,36.57,58.29,5259.3,31.97,50.96,5680.63,2913.21,4643.31,1567.68,2260.68,3603.25
19-May,51072.26,16802.86,26781.74,21818.57,25584.87,40779.2,20020.9,18787.01,29944.23,29545.45,18787.01,29944.23,23200.02,24527.71,39094.21,15518.38,24082.7,38384.93,10573.46,15103.98,24073.92,9561.64,12004.92,19134.39,19400.13,27430.24,43720.49,10660.67,31219.73,49760.49,10195.03,16519.48,26330.06,15291.38,75124.7,119739.72,14117.91,51464.66,82028.47,8518.5,7849.61,12511.33,20824.57,61009.61,97241.97,33298.27,29999,47814.8,15038.61,8677.49,13830.87,3532.38,9529.4,15188.71,9838.34,16.61,26.47,2907.76,824.33,1313.89,22186.73,399.37,636.55,2824.88,59.53,94.89,26575.05,166.21,264.91,21292.66,25.38,40.45,5434.61,22.19,35.37,5869.99,2021.71,3222.36,1619.93,1568.87,2500.59
19-Jun,52774.67,16924.33,26975.34,21114.74,25769.82,41073.99,19375.06,18922.82,30160.7,30127.49,18922.82,30160.7,22451.63,24705.02,39376.82,15017.79,24256.8,38662.41,10232.38,15213.16,24247.95,9253.2,12091.7,19272.72,18774.32,27628.53,44036.54,10316.78,31445.42,50120.2,9866.16,16638.9,26520.4,14798.11,75667.77,120605.3,13662.5,51836.69,82621.44,8243.71,7906.35,12601.78,20152.81,61450.64,97944.92,32224.13,30215.86,48160.45,14553.49,8740.22,13930.85,3418.43,9598.29,15298.51,9520.97,16.73,26.66,2813.96,830.29,1323.39,21471.03,402.26,641.15,2733.76,59.97,95.58,25717.79,167.41,266.83,20605.8,25.56,40.75,5259.3,22.35,35.62,5680.63,2036.33,3245.66,1567.68,1580.21,2518.66
19-Jul,52774.67,20669.54,32944.76,21818.57,31472.47,50163.33,20020.9,23110.29,36835.02,30701.8,23110.29,36835.02,23200.02,30172.04,48090.59,15518.38,29624.63,47218.09,10573.46,18579.71,29613.82,9561.64,14767.5,23537.61,19400.13,33742.5,53781.47,10660.67,38404.03,61211.4,10195.03,20320.95,32389.15,15291.38,92412.43,147294.28,14117.91,63307.73,100904.9,8518.5,9655.97,15390.45,20824.57,75049.17,119619.33,33298.27,36902.39,58817.96,15038.61,10674.36,17013.64,3532.38,11722.31,18683.95,9838.34,20.43,32.56,2907.76,1014.03,1616.24,22186.73,491.27,783.03,2824.88,73.23,116.73,26575.05,204.45,325.87,21292.66,31.22,49.76,5434.61,27.29,43.5,5869.99,2486.95,3963.89,1619.93,1929.9,3076.02
19-Aug,51072.26,17855.57,28459.63,21818.57,27187.78,43334.04,20020.9,19964.03,31820.26,31265.53,19964.03,31820.26,23200.02,26064.38,41543.49,15518.38,25591.5,40789.77,10573.46,16050.25,25582.17,9561.64,12757.03,20333.18,19400.13,29148.76,46459.61,10660.67,33175.67,52878.02,10195.03,17554.44,27979.66,15291.38,79831.31,127241.48,14117.91,54688.95,87167.6,8518.5,8341.39,13295.18,20824.57,64831.9,103334.23,33298.27,31878.46,50810.42,15038.61,9221.14,14697.39,3532.38,10126.42,16140.3,9838.34,17.65,28.13,2907.76,875.98,1396.2,22186.73,424.39,676.43,2824.88,63.26,100.84,26575.05,176.62,281.51,21292.66,26.97,42.99,5434.61,23.58,37.58,5869.99,2148.37,3424.25,1619.93,1667.16,2657.25
19-Sep,52774.67,16863.59,26878.54,21114.74,25677.35,40926.6,19375.06,18854.92,30052.47,31818.53,18854.92,30052.47,22451.63,24616.36,39235.51,15017.79,24169.75,38523.67,10232.38,15158.57,24160.93,9253.2,12048.31,19203.55,18774.32,27529.38,43878.52,10316.78,31332.57,49940.35,9866.16,16579.19,26425.23,14798.11,75396.23,120172.51,13662.5,51650.68,82324.95,8243.71,7877.98,12556.55,20152.81,61230.13,97593.44,32224.13,30107.43,47987.62,14553.49,8708.85,13880.86,3418.43,9563.84,15243.61,9520.97,16.67,26.57,2813.96,827.31,1318.64,21471.03,400.81,638.85,2733.76,59.75,95.23,25717.79,166.81,265.87,20605.8,25.47,40.6,5259.3,22.27,35.49,5680.63,2029.02,3234.01,1567.68,1574.54,2509.62
19-Oct,51072.26,10547.34,16811.19,21818.57,16059.9,25597.55,20020.9,11792.81,18796.32,32357.99,11792.81,18796.32,23200.02,15396.31,24539.86,15518.38,15116.97,24094.64,10573.46,9480.93,15111.46,9561.64,7535.62,12010.87,19400.13,17218.26,27443.83,10660.67,19596.96,31235.2,10195.03,10369.46,16527.67,15291.38,47156.59,75161.92,14117.91,32304.92,51490.16,8518.5,4927.29,7853.5,20824.57,38296.39,61039.84,33298.27,18830.7,30013.87,15038.61,5446.95,8681.79,3532.38,5981.71,9534.12,9838.34,10.42,16.62,2907.76,517.44,824.74,22186.73,250.69,399.57,2824.88,37.37,59.56,26575.05,104.33,166.29,21292.66,15.93,25.39,5434.61,13.93,22.2,5869.99,1269.05,2022.71,1619.93,984.8,1569.65
19-Nov,52774.67,9433.9,15036.49,21114.74,14364.52,22895.31,19375.06,10547.89,16812.06,32886.06,10547.89,16812.06,22451.63,13770.98,21949.28,15017.79,13521.13,21551.06,10232.38,8480.06,13516.2,9253.2,6740.11,10742.92,18774.32,15400.59,24546.69,10316.78,17528.19,27937.82,9866.16,9274.79,14782.9,14798.11,42178.44,67227.36,13662.5,28894.62,46054.54,8243.71,4407.13,7024.43,20152.81,34253.59,54596.09,32224.13,16842.81,26845.42,14553.49,4871.94,7765.29,3418.43,5350.24,8527.64,9520.97,9.32,14.86,2813.96,462.82,737.68,21471.03,224.22,357.39,2733.76,33.43,53.28,25717.79,93.32,148.73,20605.8,14.25,22.71,5259.3,12.46,19.86,5680.63,1135.08,1809.18,1567.68,880.83,1403.94
19-Dec,52516.73,9008.76,14358.88,21818.57,13717.19,21863.55,20020.9,10072.56,16054.44,33399.06,10072.56,16054.44,23200.02,13150.4,20960.15,15518.38,12911.81,20579.87,10573.46,8097.92,12907.1,9561.64,6436.37,10258.8,19400.13,14706.57,23440.51,10660.67,16738.29,26678.82,10195.03,8856.83,14116.72,15291.38,40277.7,64197.8,14117.91,27592.5,43979.12,8518.5,4208.53,6707.88,20824.57,32709.97,52135.75,33298.27,16083.8,25635.64,15038.61,4652.39,7415.35,3532.38,5109.14,8143.35,9838.34,8.9,14.19,2907.76,441.96,704.43,22186.73,214.12,341.28,2824.88,31.92,50.88,26575.05,89.11,142.03,21292.66,13.61,21.69,5434.61,11.9,18.96,5869.99,1083.93,1727.65,1619.93,841.14,1340.68
